",""col0"",""col1"",""col2"",""col3"",""col4"",""col5"",""col6"",""col7"",""col8"",""col9"",""col10"",""col11"",""col12"",""col13"",""col14"",""col15"",""col16"",""col17"",""col18"",""col19"",""col20"",""col21"",""col22"",""col23"",""col24"",""col25"",""col26"",""col27"",""col28"",""col29"",""col30"",""col31"",""col32"",""col33"",""col34"",""col35"",""col36"",""col37"",""col38"",""col39"",""col40"",""col41"",""col42"",""col43"",""col44"",""col45"",""col46"",""col47"",""col48"",""col49"""
"2020-04-13 00:00:00+00:00,""0.9166376000926819"",""0.002272161325148736"",""0.5438593811105121"",""0.7966399739548872"",""0.1392237849516178"",""0.6115401836894666"",""0.821615368506678"",""0.5801329734298122"",""0.8584334505643125"",""0.8103701600371548"",""0.498795918732743"",""0.42878440848482247"",""0.10505395912524829"",""0.756513460609206"",""0.7498360938069226"",""0.4118622456118214"",""0.9534349375648294"",""0.13975717687246825"",""0.9260761361763921"",""0.46861734857607806"",""0.866217518196792"",""0.9379920353341338"",""0.7646236915314782"",""0.09865181878600404"",""0.5968768667224166"",""0.7194611230555491"",""0.6052107684873649"",""0.5295594224264442"",""0.27013477116645623"",""0.8085851685336034"",""0.6068089551522535"",""0.2386129962967064"",""0.85178024480745"",""0.8726410769692479"",""0.697121834102159"",""0.6735434777767856"",""0.20522315619133025"",""0.5579938827003625"",""0.2610659942720355"",""0.17209384263267224"",""0.8935198576172365"",""0.41262505762661883"",""0.021533954519156295"",""0.552756282669035"",""0.9506756417727161"",""0.662265742397051"",""0.789356503178944"",""0.22462881988974914"",""0.6370652637460729"",""0.6983246187261767"""
"2020-04-13 01:00:00+00:00,""0.11473484830223102"",""0.09123501231226272"",""0.18727954372620326"",""0.36928854723985016"",""0.5216389798991252"",""0.7144612431890276"",""0.15329395485687702"",""0.5064010202833278"",""0.33976994532705784"",""0.08739260038366492"",""0.3821772228174789"",""0.9000054378618936"",""0.8438696093158693"",""0.18167819925035422"",""0.42556642823514157"",""0.220393503204802"",""0.4044198713058521"",""0.6552311860777965"",""0.3755174961447566"",""0.6568038898312366"",""0.5296618329765642"",""0.9647349532334675"",""0.3645840671871826"",""0.789144812795011"",""0.7048205823150326"",""0.5445004008474682"",""0.14534255940028337"",""0.12717473947524796"",""0.9818317098589379"",""0.2009836078067998"",""0.39493185075174386"",""0.7652601947581585"",""0.6287033627607811"",""0.7388495364850862"",""0.865403166807917"",""0.9681678766907463"",""0.9889025909561904"",""0.5297713968590819"",""0.13480609349004702"",""0.5176055503968326"",""0.48595677121451164"",""0.9922441377938185"",""0.6545536826085261"",""0.9659217966679428"",""0.0153847335892775"",""0.822133008467521"",""0.810354742983033"",""0.3107390038473369"",""0.9058877842665183"",""0.36721677359240246"""
"2020-04-13 02:00:00+00:00,""0.5199360668416927"",""0.3217348164373173"",""0.4498046030607429"",""0.40151649181690396"",""0.46065183225178064"",""0.8185259420840353"",""0.6190611149200733"",""0.5683910713614972"",""0.9590360114973491"",""0.30185359280362023"",""0.3513341688828051"",""0.1572801948775937"",""0.2621804275310218"",""0.8305096535151787"",""0.11689680327273111"",""0.7314776015402444"",""0.013723114710212259"",""0.526355308336838"",""0.30048181889711134"",""0.01847240267712502"",""0.5296017688074456"",""0.1942703689278068"",""0.3970109799528352"",""0.8445501230543384"",""0.13443936928246103"",""0.014339341842790954"",""0.664407722812143"",""0.5813567574606251"",""0.060778941063187486"",""0.5431140371244793"",""0.7424297990178333"",""0.02850984623120023"",""0.27253037061226393"",""0.1699253974629028"",""0.4334568582009951"",""0.314303322388215"",""0.47181069617926885"",""0.8689736620250406"",""0.6851929866120147"",""0.09652321513890494"",""0.09796728042986957"",""0.46995037798828987"",""0.38575581934317626"",""0.3657803721521373"",""0.8497403466243862"",""0.4117840152909453"",""0.8614392449236772"",""0.3697698364643389"",""0.1423003143866015"",""0.8425372097767843"""
"2020-04-13 03:00:00+00:00,""0.502774790659009"",""0.10666069949507706"",""0.5936875129378294"",""0.06054657269673125"",""0.35505583572039323"",""0.37054796577873883"",""0.21828219521981018"",""0.8242151585467735"",""0.8875259169664698"",""0.7902223719355921"",""0.47081014374029984"",""0.1417800706730583"",""0.23070694220918153"",""0.9389211370279358"",""0.9085062031936563"",""0.8069827260203748"",""0.7999882793437277"",""0.13529621738180964"",""0.6803963187291489"",""0.09526161998264338"",""0.5583041584155747"",""0.09320722612217758"",""0.19120977906052872"",""0.5872208721616206"",""0.2403083021722514"",""0.4169168769904473"",""0.7511369096223487"",""0.657244795919555"",""0.4075425542470612"",""0.01884193357347652"",""0.9252883505122327"",""0.16300242952516875"",""0.5943093946549101"",""0.003779609051962618"",""0.6580834812420128"",""0.40964385932031"",""0.8922795611405231"",""0.5015312717412301"",""0.6221008437757717"",""0.8243965211459805"",""0.7284417149962963"",""0.8503825172122642"",""0.2688546632473603"",""0.7977397665533426"",""0.6080064926440611"",""0.6251793071799121"",""0.48833162927845186"",""0.9468469444570605"",""0.09677906550625426"",""0.6170587178909328"""
"2020-04-13 04:00:00+00:00,""0.6825097101688907"",""0.832307467245592"",""0.5347355992524798"",""0.8504744086997675"",""0.37417189716342436"",""0.6284588437613324"",""0.9124450948632321"",""0.48098257684543577"",""0.7103963842204164"",""0.1004657753377568"",""0.9483364229328842"",""0.9018366235648182"",""0.43218506037986315"",""0.8125194821470034"",""0.5974378535572817"",""0.9540976839806774"",""0.7121268618895159"",""0.022504937037227446"",""0.7014429925439332"",""0.3680516471168471"",""0.0713272772378637"",""0.8701002788297234"",""0.5768825682892559"",""0.9408615617162256"",""0.9126332263462542"",""0.9982354584313341"",""0.6500155857176028"",""0.5687636375029024"",""0.8292925804011463"",""0.6603233102264667"",""0.4250152129881488"",""0.623527777874881"",""0.4556750531783259"",""0.44454906031295527"",""0.14423429846683955"",""0.6845755775635362"",""0.3619857546312617"",""0.7435520454022445"",""0.13831613388685793"",""0.8392577803284488"",""0.28405886597850005"",""0.055314030229559163"",""0.7988675877383726"",""0.38950262620779064"",""0.5674628717309378"",""0.13702258354349756"",""0.11163579259006784"",""0.156930637821168"",""0.44589316170854576"",""0.5182679170529885"""
"2020-04-13 05:00:00+00:00,""0.09417570956124477"",""0.963115757418957"",""0.5556129383478478"",""0.43661214892075817"",""0.1737698461422288"",""0.9802289997203522"",""0.5791112042066573"",""0.004506714964300662"",""0.5687477785806012"",""0.653000980006046"",""0.3396302073239539"",""0.2549913777121815"",""0.6909501662419202"",""0.22943874198388148"",""0.1777781932636151"",""0.37338490769970667"",""0.20130242506927576"",""0.6708169144342941"",""0.18267117738687988"",""0.5209749073604537"",""0.5243902882491636"",""0.9541471679245147"",""0.09167080952253182"",""0.09498090122496461"",""0.09814274449507887"",""0.09890929915973679"",""0.1835509935871052"",""0.16060711938871702"",""0.4779840895120172"",""0.3755616483767168"",""0.8653759447303738"",""0.848553230811386"",""0.8502071688634516"",""0.34677866653136014"",""0.12543354677938"",""0.8057624473922153"",""0.17823745576992822"",""0.027670033012613726"",""0.3125965396616658"",""0.4265789920074323"",""0.17164646724845933"",""0.31877890748634363"",""0.27152923113384264"",""0.8285072384318"",""0.6966337064396417"",""0.119161869440411"",""0.6078140948839607"",""0.8489642819738051"",""0.421586359530436"",""0.5943776184604549"""
"2020-04-13 06:00:00+00:00,""0.13698639281731972"",""0.9235986965730391"",""0.7589095907905914"",""0.9879952420634204"",""0.36353408874927795"",""0.2886242833541849"",""0.3327595654675103"",""0.5430965139849281"",""0.5876921778453009"",""0.5245225309865456"",""0.8835053793511299"",""0.3473584279669897"",""0.04438382453360423"",""0.35473915864065175"",""0.3683808663196567"",""0.596575297472662"",""0.8868246628082457"",""0.30649247162127335"",""0.12071028900708036"",""0.8593819549866287"",""0.10551215162929417"",""0.34693376836710943"",""0.4582411372180121"",""0.5822968461889544"",""0.6851502963411397"",""0.587945157877049"",""0.2837913269125214"",""0.2483174110484562"",""0.26989120479925"",""0.7206147527035085"",""0.5407751552223733"",""0.33796595584586664"",""0.8694216927336023"",""0.4470218297732663"",""0.9112343480656462"",""0.5593763992138971"",""0.515222411320138"",""0.1304238164220327"",""0.28919813745026823"",""0.1757836422058947"",""0.8122548478583712"",""0.8416772293208556"",""0.9687303030236641"",""0.5695416511005899"",""0.9098440517670057"",""0.8656726306623639"",""0.2583740202672852"",""0.06046646451016735"",""0.8925641938489176"",""0.6601665645583304"""
"2020-04-13 07:00:00+00:00,""0.7094875523025237"",""0.9219675083628908"",""0.7650930151238442"",""0.21990042686325295"",""0.3184370099340126"",""0.638089956808453"",""0.4175633054165917"",""0.49139135398926714"",""0.4936718781469791"",""0.3672050059871893"",""0.5424010048039852"",""0.5206780599261945"",""0.3232557727398522"",""0.899988479663621"",""0.03914392619232143"",""0.20308714461401023"",""0.2617215166718373"",""0.88597561358405"",""0.14198639283571457"",""0.8310315342008733"",""0.3907206668467029"",""0.6961465005320823"",""0.8721646880347276"",""0.2885808811234798"",""0.06021962462196939"",""0.6092634822298247"",""0.7199907837308969"",""0.6299919357645347"",""0.2897142233019395"",""0.4849468011790654"",""0.5661755989162222"",""0.9708113829379934"",""0.6717311882982119"",""0.8407121320549548"",""0.42579384103223084"",""0.041065802138159135"",""0.003845942059178653"",""0.47887200709278177"",""0.9722739296044326"",""0.6981284401393115"",""0.29510448626493746"",""0.3947158468717469"",""0.23135315466919282"",""0.3378500240170218"",""0.7650179684900285"",""0.40450414898061926"",""0.8647387374443876"",""0.8766710291279519"",""0.47306257032187204"",""0.9396763594359517"""
"2020-04-13 08:00:00+00:00,""0.45408622558775014"",""0.8171137041900388"",""0.1074150513136356"",""0.7752296530994518"",""0.008245308494149284"",""0.31356720623309275"",""0.7798585517846038"",""0.3914523906856119"",""0.08132030029817805"",""0.5390853788438336"",""0.3650423194657675"",""0.18081881271431155"",""0.17580263061547596"",""0.18783654098088343"",""0.26953429201861523"",""0.9844422435608721"",""0.5738384117114632"",""0.7112420531842284"",""0.04382454799052604"",""0.5873268908366801"",""0.06795609637663724"",""0.09491373797937785"",""0.9007109126076"",""0.14185855188372443"",""0.5739472355220916"",""0.3135053833295012"",""0.15026923278470675"",""0.1314855786866184"",""0.9988869446453814"",""0.07506561727431538"",""0.8868360853615274"",""0.009357462706695796"",""0.6932657154405849"",""0.21194789445937146"",""0.7736511669112526"",""0.35698024236420056"",""0.5310347492153977"",""0.47368112991388256"",""0.3311237534061736"",""0.40619914670140334"",""0.3668155039791766"",""0.7969219767723278"",""0.4042097364379287"",""0.20127666699043456"",""0.48557953496907935"",""0.7349686085656899"",""0.9729427738031017"",""0.8098806499013208"",""0.802445420377964"",""0.71010579392104"""
"2020-04-13 09:00:00+00:00,""0.0393502133128516"",""0.8225108893988056"",""0.9496816168414345"",""0.18628742387129194"",""0.9326014888799051"",""0.45979699272251306"",""0.2690484961489754"",""0.8206023409703345"",""0.974850272745689"",""0.006616913319032691"",""0.4556100800549079"",""0.434377441679174"",""0.8677098329768343"",""0.625388277460976"",""0.6229807006825915"",""0.6725825982187361"",""0.8439362322024784"",""0.382730379908789"",""0.5863009403913553"",""0.6793422897957232"",""0.3712605385696377"",""0.9141442024176303"",""0.93902820954605"",""0.7559673007514339"",""0.03019417625303511"",""0.3815070101872988"",""0.5003106219687808"",""0.4377717942226832"",""0.7731128662350663"",""0.904266955664137"",""0.6364823643753028"",""0.9860289682861013"",""0.5591027284333151"",""0.6101561723421971"",""0.7819347140826107"",""0.8969385553567462"",""0.8049591586186371"",""0.9549664178379523"",""0.34925813525314"",""0.5700560096162441"",""0.6689395413618805"",""0.40599550946388996"",""0.559869436326968"",""0.7979716640351316"",""0.002061735417375865"",""0.7428379783784802"",""0.6792901447688853"",""0.09615018317931412"",""0.18268710331684046"",""0.3724745183467022"""
